PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA
14 255836,00,"New Building","Mixed Use/Res w Non Res",11,WELLESLEY,ST,W,   ,2014/11/24,,,Refusal Notice,"Proposal to construct  a new 60 storey mixed use building containing 739 dwelling units, 5,650 square metres of non-residential uses including retail uses at grade and office uses in the second and third floors.  There are 134 commercial parking spaces and 471 residential parking spaces proposed below grade and 774 bicycle parking spaces. The proposal also includes an expanded park space from Wellesley Street to Breadalbane Street.  The site is subject to site specific by-laws 1063-2014 and 1064-2014.  See also 14 227846 STE.","514.0","0"
14 256786,00,"New Building","Mixed Use/Res w Non Res",210,EASTERN,AVE, ,M5A,2014/11/26,2017/05/02,,Inspection,"Proposal to construct a 28 storey mixed-use condominium containing 332 residential units (5 stacked townhouses adajacent to the tower), with retail on the ground floor and 6 levels of above grade parking","1204","0"
14 256851,00,"New Building","Mixed Use/Res w Non Res",12,BONNYCASTLE,ST, ,   ,2014/11/26,,,Under Review ,"Proposal to construct a 44 storey condo with 552 residential units, 9 storey podium, 5 levels of below grade parking, and commercial at ground floor.  See also 11 294755 STE, 13 227411 ZPR, and the OMB decision.
","663.03","0"
14 257413,00,"New Building","Apartment Building",2800,KEELE,ST, ,M3M,2014/11/27,2016/04/28,,Inspection,"11 Storey Residential Condominium With 3 Levels of U/G Garage. 2800 Keelle Residences Inc.","828",""
14 257417,00,"New Building","Apartment Building",255,RANEE,AVE, ,   ,2014/11/27,,,Under Review ,"Construct a new 15 storey residential condo with retail stores on ground floor","3802","0"
14 257431,00,"New Building","Apartment Building",255,RANEE,AVE, ,   ,2014/11/27,,,Under Review ,"Construct a new 7 storey residential condo for TCHC with a total of 77 units","3802","0"
14 257764,00,"New Building","Elementary School",59,CLEMENT,RD, ,M9R,2014/11/28,2015/04/30,2017/01/17,Closed,"To demolish existing Elementary School & Construct new Elementary School with Daycare Facilities within.","620","0"
14 257790,00,"New Building","Mixed Use/Res w Non Res",355,CHURCH,ST, ,M5B,2014/11/28,2016/12/22,,Inspection,"To construct a 33 storey mixed use condo building containing 335 dwelling units.","402.0","0"
14 259634,00,"New Building","Mixed Use/Res w Non Res",25,RICHMOND,ST,E,M5C,2014/12/03,,,Under Review ,"Proposal to construct a 45 storey condo building with 669 residential units, commercial at ground floor, and 7 levels of below grade parking.  125 Richmond St E & 20 Lombard St.  NOTE: Separate permit for alterations & connection to adjacent Heritage building (26 Lombard St) to be submitted at a later date.","540.0","0"
14 260744,00,"New Building","Apartment Building",2,LAIRD,DR, ,M4G,2014/12/05,2017/06/16,,Inspection,"7 storey apartment building containing a total of 69 dwelling units of which 13 are two storey dwelling units at grade, green roof, outdoor rooftop amenity area and three levels of underground parking - Upper House Condominium","320","0"
14 260855,00,"New Building","Parking Garage",2,LAIRD,DR, ,M4G,2014/12/05,,,Under Review ,"Parking Garage - 7 storey apartment building containing a total of 69 dwelling units of which 13 are two storey dwelling units at grade, green roof, outdoor rooftop amenity area and three levels of underground parking - Upper House Condominium","320",""
14 261921,00,"New Building","Apartment Building",5365,DUNDAS,ST,W,M9B,2014/12/09,2017/06/29,,Inspection,"Proposal to construct 28 storey/283 dwelling units residential apartment building with 2 level underground parking garage.
Note: available roof area 65.8m2 required green roof 32.9m2, provided 61m2, more than the required 50 percent","61","0"
14 262283,00,"New Building","Mixed Use/Res w Non Res",30,ORDNANCE,ST, ,M6K,2014/12/09,,,Under Review ,"Proposal to construct 2 condo towers (5 storey & 29 storey), 395 dwelling units, 4 levels of shared underground parking, and commercial at grade.","2,136.0",""
14 262293,00,"New Building","Apartment Building",125,PARKWAY FOREST,DR, ,M2J,2014/12/09,,,Under Review ,"5-19 storey rental apartment building containing 188 dwelling units and one level of underground parking - Emerald City Developments IV Inc - Building D2","74","0"
14 262585,00,"New Building","Apartment Building",0,BONIS,AVE, ,   ,2014/12/10,2016/04/11,,Inspection,"A 21 storey condominium building containing 282 residential units with two levels of underground parking - Phase 2 "Love Condos"","0","160.70"
14 262832,00,"New Building","Mixed Use/Res w Non Res",2183,LAKE SHORE,BLVD,W,M8V,2014/12/10,,,Response Received,"Proposal to construct two residential building towers (66 and 49 storey) on 6 storey podium with one storey commercial component on south and five storey on north side. Proposal will include construction of underground parking garage.","590.2","0"
14 263099,00,"New Building","Apartment Building",1,LEILA,LANE, ,M6A,2014/12/11,,,Examiner's Notice Sent,"To construct a new 15 storey apartment building (Market Building)","157","53"
14 264349,00,"New Building","Mixed Use/Res w Non Res",1486,BATHURST,ST, ,M5P,2014/12/15,,,Under Review ,"Proposal to construct an 18-storey mixed-use building with 93 residential units, 3 levels of below grade parking, amenity space on the 5th floor and commercial space on the ground floor. ","0","10.4"
14 264762,00,"New Building","Parking Garage",1603,EGLINTON,AVE,W,M6E,2014/12/16,,,Under Review ,"Proposed mixed use complex  including a 16-storey component on Eglinton Avenue West  at Oakwood Avenue (containing 219 residential units and ground floor commercial space fronting Eglinton Avenue West) and a low-rise component comprising townhouse and stacked townhouse units fronting Lanark Avenue.  Parking will be provided in 3 levels of underground parking. ","1335","0"
14 265297,00,"Building Additions/Alterations","Elementary School",56,SPADINA,RD, ,M5R,2014/12/17,2016/11/01,,Inspection,"Proposal to construct a three-storey addition with basement linking two existing buildings at 56 Spadina Road and 45 Walmer Road. The existing building at 58 Spadina Road will be demolished. The new lot is comprised of 56 & 58 Spadina Road and 45 Walmer Road and is owned by the University of Toronto and will be used for an Elementary and Post Secondary School use -  "Dr Eric Jackman Institute of Child Study"","160","0"
14 265586,00,"Building Additions/Alterations","University",1,SPADINA,CRES, ,M5S,2014/12/18,2015/10/28,,Inspection,"Proposal to construct a 3 storey rear addition to existing  University of Toronto campus building - Daniels Faculty of Architecture, Landscape and Design.  See also 13 268218 STE, 14 131953 MV and 14 188319 DEM.","638",""
14 265842,00,"New Building","Apartment Building",200,SACKVILLE,ST, ,   ,2014/12/18,,,Issuance Pending,"Proposal to construct a 13 storey residential condo with 159 units and 1 level of underground parking.  See also 11 218221 STE and 14 229457 MV.","393.3","0"
14 266003,00,"New Building","Apartment Building",2229,KINGSTON,RD, ,M1N,2014/12/19,2016/07/08,,Inspection,"New 10 storey condominium building containing 259 residential units with two levels of underground parking and mixed commercial residential on ground floor.","1136","0"
14 266226,00,"New Building","Mixed Use/Res w Non Res",161,EGLINTON,AVE,E,M4P,2014/12/19,,,Response Received,"Conditional Permit - Part Permit - Proposal to construct a 34-storey mixed-use building with 443 residential units, 3 levels of below grade parking, and commercial on ground floor.","678.0","0.0"
14 266247,00,"New Building","Apartment Building",2800,BLOOR,ST,W,M8X,2014/12/19,,,Under Review ,"Proposal to construct 8 storey/35 dwelling units apartment building with 3 levels of underground parking.

NOTE: DEMOLITION CREDIT APPLIED TO DEVELOPMENT AT 2114 BLOOR PERMIT OFF SITE PER OMB BYLAW FOR EDC, DC AND PARK LEVIES.
Available roof area is 427.82m2 )
requires 128.28m2
proposes 262.19m2 61 percent.
","262.19","0"
14 266371,00,"New Building","Library",1515,ALBION,RD, ,M9V,2014/12/19,2015/06/05,,Inspection,"Proposal to construct a new 1-storey library building.(Albion Public Library)
Refer to ZZC 14-155215, 14-179680 WET 01 SA and COA Decision A491/14EYK","1110","0"
14 266401,00,"New Building","Mixed Use/Res w Non Res",324,RICHMOND,ST,W,M5V,2014/12/19,,,Under Review ,"Proposal to construct a new 25 storey condo with 311 residential units, commercial on ground floor, and 5 levels of below grade parking.","330.0","0"
14 266875,00,"New Building","Multiple Use/Non Residential",1128,YONGE,ST, ,M4W,2014/12/22,2016/03/09,,Inspection,"Proposal to construct a new 5 storey mixed use building with retail at grade, office spaces above, and 1 level below grade parking.","121.4","0"
14 267285,00,"New Building","Apartment Building",2150,LAWRENCE,AVE,E,M1R,2014/12/23,2016/09/29,,Permit Issued,"construct new 16 storey, 203 dwelling unit residential condo tower West Building","839",""
14 267291,00,"New Building","Apartment Building",2150,LAWRENCE,AVE,E,M1R,2014/12/23,,,Issuance Pending,"construct new 14 storey, 154 unit residential condo tower South Building","839",""
14 267679,00,"New Building","Apartment Building",1340,KINGSTON,RD, ,M1N,2014/12/24,2017/05/11,,Inspection,"construct a six storey condominimum with 16 residential suites, a commercial unit on the ground floor, and an underground parking garage","76.44","0"
14 268476,00,"Building Additions/Alterations","Apartment Building",997,LANSDOWNE,AVE, ,M6H,2014/12/30,2016/04/07,2017/04/12,Closed,"Proposal for multiple projects to an existing 2 1/2 storey industrial building.  Scope of work includes 4 storey front and rear additions, 4th floor addition and interior alterations to convert to 8 residential units.","90.91","0"
14 268627,00,"Building Additions/Alterations","Apartment Building",995,LANSDOWNE,AVE, ,M6H,2014/12/30,2016/02/25,2017/02/13,Closed,"Proposal for multiple projects to an existing building.  Scope of work includes 4 storey rear addition, 3rd and 4th floor additions and interior alterations to convert to 8 residential units.","90.81","0"
15 108034,00,"New Building","Office",0,SHEPPARD,AVE,E,   ,2015/01/23,2016/12/05,,Inspection,"Constuct a new 2 storey office building  (SHELL ONLY)","243","0"
15 123194,00,"Small Residential Projects","SFD - Detached",298,SPADINA,RD, ,M5R,2015/03/03,2015/04/15,2015/11/09,Closed,"Construct a detached GARAGE at rear of property","35.9",""
15 123194,01,"Small Residential Projects","SFD - Detached",298,SPADINA,RD, ,M5R,2015/07/06,2015/07/16,2015/11/09,Closed,"REV01 - Revison to lower the height  and location of garage and landscape
Construct a detached GARAGE at rear of property","35.9",""
15 132345,00,"New Building","Multiple Use/Non Residential",720,YONGE,ST, ,M4Y,2015/03/25,2015/07/16,,Inspection,"Proposal to construct a new 3 storey commercial building (portion of the facade to remain and be reused).  Proposal is for a two-storey "Shoppers Drug Mart" and seperate office uses on the third floor of the building.  See also 14 139814 STE.","150.6",""
15 134857,00,"New Building","Retail Store",3401,DUFFERIN,ST, ,M6A,2015/03/31,2016/08/18,2016/10/31,Closed,"Proposed construction of new three storey shell (18,820m2) department store - Nordstrom - Yorkdale Mall","1553.8","0"
15 137670,00,"New Building","Other",1300,WILSON,AVE, ,M3M,2015/04/08,2015/12/31,,Inspection,"CONSTRUCTION OF NEW EMS STATION EMERGENCY SERVICES BUILDING.","358","0"
15 140135,00,"New Building","Multiple Use/Non Residential",130,QUEENS QUAY, ,E,M5A,2015/04/13,,,Under Review ,"Proposal to construct a 13 storey office tower and a 10 storey office tower with a 4 storey podium and 4 levels of below grade parking.  The proposal will also include retail units on the ground floor.","2114","0"
15 140383,00,"New Building","Self-Service Storage Building",515,CENTENNIAL,RD,N,M1C,2015/04/14,2016/03/08,2017/03/20,Closed,"Proposed construction of a new two storey pre-engineered self serve storage facility - Bld "A"","1587.8","0"
15 140425,00,"New Building","Self-Service Storage Building",515,CENTENNIAL,RD,N,M1C,2015/04/14,2016/03/08,2017/03/20,Closed,"Proposed construction of a new two storey pre-engineered self serve storage facility - Bld "B"","1659.10","0"
15 143686,00,"New Building","Other",2451,BIRCHMOUNT,RD, ,   ,2015/04/20,2016/11/24,,Permit Issued,"new 4 storey cemetary building (columbarium)","260.0",""
15 143919,00,"New Building","Mixed Use/Res w Non Res",186,JARVIS,ST, ,M5B,2015/04/20,2017/03/29,,Inspection,"Proposal to construct a new 30 storey mixed use building with 172 student residential dwelling units and retail use at grade.","473.34","0"
15 144491,00,"Building Additions/Alterations","Multiple Unit Building",4841-4881,YONGE,ST, ,M2N,2015/04/21,,,Under Review ,"Demolish portion of existing building, make alterations and onstruct two additions for multiple use building - restaurant (671m22), retail (12,863m2), daycare (466m2) and loading bay (3524m2), interior alterations - restaurant (4019m2), retail (23192m2) and day care (462m2)","5361","0"
15 147402,00,"Small Residential Projects","SFD - Detached",50,HASTINGS,AVE, ,M4L,2015/04/27,2015/06/09,,Inspection,"Proposal to construct a new semi-detached garage in the rear yard of existing single family dwelling. See 52 Hastings for other side of garage.","26.22",""
15 150230,00,"New Building","Mixed Use/Res w Non Res",94,CUMBERLAND,ST, ,M5R,2015/05/01,,,Under Review ,"Proposal to construct a 25 storey condo with commercial at grade, 200 residential units, and 4 1/2 storey's of below grade parking.","13.10","0"
15 151323,00,"New Building","Mixed Use/Res w Non Res",592,SHERBOURNE,ST, ,M4X,2015/05/04,2016/12/09,,Inspection,"Proposal for a 50 storey apartment building with retail at grade and 4 levels of underground parking, portion of the existing heritage building will be maintained and renovated","524.2","0"
15 153872,00,"New Building","Apartment Building",95,BROADWAY,AVE, ,M4P,2015/05/08,,,Response Received,"Proposal to construct a residential building with 2 towers on a 6-storey podium: total 37 storeys plus 2-storey mechanical penthouse, 6 levels of below grade parking, and 948 residential units (including 32 rental units).  95 & 99 Broadway Ave and 197 Redpath Ave.","560.0","0.0"
15 159182,00,"New Building","Mixed Use/Res w Non Res",40,WELLESLEY,ST,E,M4Y,2015/05/19,,,Response Received,"Proposal to construct a 35 storey condo with 337 residential units, commercial at grade, and 3 levels of below grade parking.","14.33","0"
15 162424,00,"Building Additions/Alterations","Warehouse",134,NORFINCH,DR, ,M3N,2015/05/25,,,Examiner's Notice Sent,"one storey warehouse (shell) addition","7617",""
15 169372,00,"New Building","Apartment Building",223,ST CLAIR,AVE,W,M4V,2015/06/05,2016/06/22,,Inspection,"Proposal to construct an 13 storey condo building with 164 residential units and 3 levels of below grade parking.  213-223 ST CLAIR AVE W","252.07","27"
15 174905,00,"Small Residential Projects","SFD - Semi-Detached",7 A,RELMAR,RD, ,M5P,2015/06/16,2015/07/15,2015/12/17,Closed,"Proposal to install a green roof on the top of a par of semi-detached houses and a detached garage. See file 15 174905 for info the B side semi.","38.6",""
15 174944,00,"Small Residential Projects","SFD - Semi-Detached",7 B,RELMAR,RD, ,M5P,2015/06/16,2015/07/15,2015/12/17,Closed,"Proposal to install a green roof on the top of a par of semi-detached houses and a detached garage. See file 15 174905 for the other house.","27.9",""
15 174949,00,"New Building","Mixed Use/Res w Non Res",35,TANGIERS,RD, ,M3J,2015/06/16,,,Under Review ,"Construct a 8 storey commercial building consisting of retail, restaurant and office spaces at "University Heights"","1045","0"
15 180300,00,"Small Residential Projects","SFD - Detached",11,BEAUMONT,RD, ,M4W,2015/06/24,2015/10/29,,Inspection,"Proposal to alter the existing two-storey detached dwelling by constructing a one-storey west side addition, a two-storey east side addition, a three-storey front addition, and a rear one-storey addition with rear deck.","208",""
15 183221,00,"New Building","Mixed Use/Res w Non Res",43,GERRARD,ST,W,   ,2015/06/30,2017/05/01,,Inspection,"Proposal to construct a new 44-storey mixed use building with 6 levels of underground parking, ground floor commercial retail space and 595 residential units. ","720.78","0"
15 183406,00,"Small Residential Projects","SFD - Detached",37,GLEN OAK,DR, ,M4E,2015/06/30,2015/08/18,,Inspection,"Proposal to construct a 2nd-storey addition at front of house (above existing garage and study) + interior accessibility improvements.  See MV #A0831/14TEY and ZZC #15-182368.","10.31",""
15 201043,00,"New Houses","SFD - Townhouse",545-565,SHERBOURNE,ST, ,M4X,2015/08/04,2017/06/19,,Permit Issued,"LEAD FOLDER FOR ALL UNITS IN BLOCKS A
Proposal to construct one 3 storey townhouse dwelling unit in a townhouse building containing 9 freehold townhouses atop an existing parking facility.
NOTE:  ALL FEES TO BE PAID IN SEPARATE BLOCKS","890",""
15 202222,00,"New Building","Retail Store",415,EVANS,AVE, ,M8W,2015/08/05,2016/08/02,,Inspection,"(New Building) Permit to construct new facility for the Vision Truck Group Dealership. A two storey building that contains a service garage, storage wharehouse, parts retail, and offices.","0","753.85"
15 202756,00,"New Building","Secondary School",2850,EGLINTON,AVE,E,M1J,2015/08/06,2016/10/28,,Inspection,"2 Storey Catholic French Language high school for grades 7 to 12","2565","0"
15 206321,00,"Building Additions/Alterations","Multiple Use/Non Residential",2336,ST CLAIR,AVE,W,M6N,2015/08/13,,,Examiner's Notice Sent,"Proposal to construct additions and interior alterations to exisitng car dealership","0","641"
15 219396,00,"New Building","Apartment Building",646,KINGSTON,RD, ,M4E,2015/09/08,2017/06/30,,Inspection,"Proposal to construct a 7 storey Residential Condominum with 58 residential units and 2 levels of below grade parking.","190",""
15 220175,00,"New Building","Mixed Use/Res w Non Res",604,RICHMOND,ST,W,M5V,2015/09/09,,,Under Review ,"Proposal to construct a new 14 storey condo with 218 residential units, commercial at grade, and 4 levels of below grade parking.  604-618 RICHMOND ST W","514","0"
15 222772,00,"Building Additions/Alterations","Industrial",51,GRAND MARSHALL,DR, ,M1B,2015/09/15,2016/11/22,,Inspection,"Construct new 2 storey addition to industrial building, interior alterations to existing building","266",""
15 223954,00,"Building Additions/Alterations","College/Trade/Tech School/Training Cent.",1377,SHEPPARD,AVE,W,M3K,2015/09/17,2016/09/22,,Permit Issued,"Construct interior alterations to the former De Havilland hanger for the future Aerospace program at Centennial College","1183","0"
15 224200,00,"Building Additions/Alterations","Retail Store",3401,DUFFERIN,ST, ,M6A,2015/09/17,2016/12/20,,Inspection,"New construction of a 4-storey retail - Restoration Hardware","0","545"
15 224387,00,"New Building","Medical/Dental Office",2225,MARKHAM,RD, ,M1B,2015/09/17,2016/07/07,,Inspection,"4 storey medical office building","914",""
15 224973,00,"New Houses","SFD - Detached",114,KINGSDALE,AVE, ,M2N,2015/09/18,2015/10/21,,Inspection,"Construct a new sfd-detached with attached garage (326m2) w/ finished basement (134.15m2)","460.15",""
15 226338,00,"New Building","Multiple Use/Non Residential",165,YORKLAND,BLVD, ,   ,2015/09/22,,,Under Review ,"Construct a new 3 storey Porsche Dealership with an underground parking garage, dealership on the first two floor and head office on the third floor","1030","0"
15 228084,00,"New Building","Apartment Building",7,MABELLE,AVE, ,   ,2015/09/24,,,Response Received,"Proposal to construct 45 storey residential condo with 430 units and 4 levels of undeground garage.
PHASE ONE ONLY.
RESIDENTIAL UNITS ONLY NO COMMERCIAL
GREEN ROOF TOTAL AVAIL ROOF- 2804m2
required 60 percent 1682m2
proposes 1904m2 (more than required)","1682","0"
15 231555,00,"New Building","Mixed Use/Res w Non Res",1878,QUEEN,ST,E,M4L,2015/10/01,,,Under Review ,"Proposal to construct a six storey mixed use building with a commercial ground floor, two levels of underground parking and a total of 32 residential units","368",""
15 232712,00,"Building Additions/Alterations","Multiple Use/Non Residential",3080,YONGE,ST, ,M4N,2015/10/05,2017/07/04,,Inspection,"Enclose existing court yard for the proposal of future retail and restaurant space on  first and second floor levels (addition), alterations to the parking level one  to convert existing storage space  for a new elevator leading to lobby, renovate existing  TTC west entrance and renovate existing mechanical penthouse with new equipment on roof...","526.7","0"
15 234807,00,"Building Additions/Alterations","Elementary School",30,WESTROYAL,RD, ,M9P,2015/10/08,2016/01/14,,Inspection,"Proposal for a 2 storey addition to an existing elementary school - providing 3 FDK classrooms + 9 standard classrooms + general purpose room with a stage + boys & girls change rooms and two universal washrooms. Scope of work also includes interior alterations to existing
staff room with M/F Washroom, new workroom & boiler room on the ground floor, sprinklers and new resource room on the 2nd floor.","0","328"
15 236812,00,"Building Additions/Alterations","Elementary School",215,LIVINGSTON,RD, ,M1E,2015/10/13,2016/07/19,,Inspection,"Proposal to construct a two-storey addition to the existing elementary school, St. Ursula C.S","308.60","0"
15 239771,00,"New Building","Mixed Use/Res w Non Res",24,HOWARD PARK,AVE, ,M6R,2015/10/20,2017/06/06,,Inspection,"Proposal to construct a 8 storey condo (including 5 three storey townhomes as part of condo) with a total of 90 residential units, 2 levels of below grade parking, and commercial at grade.  38 HOWARD PARK AVE - PHASE 2.","710.8","0"
15 239795,00,"Building Additions/Alterations","Multiple Use/Non Residential",201,GUILDWOOD,PKWY, ,M1E,2015/10/20,2016/12/06,,Inspection,"Interior alterations to the existing Bickford Residence to accommodate restaurant and museum uses.
The proposed banquet facility would be 2,081 square metres (22,404 square feet) in size and located west of the existing Bickford Residence and the proposed open ceremonial space would be approximately 389 square metres (4,187 square feet) in size and constructed to the east of the existing Bickford Residence - THE GUILD INN RESTAURANT & BANQUET HALL","611.5",""
15 240559,00,"New Building","Warehouse",1251,TAPSCOTT,RD, ,   ,2015/10/21,2016/06/28,,Inspection,"Proposed new warehouse with office accessory use (Industrial Shell Buildling)  - Building 2","1536.3","0"
15 240592,00,"New Building","Warehouse",1251,TAPSCOTT,RD, ,   ,2015/10/21,2016/06/22,,Inspection,"Proposed new warehouse with office accessory use (Industrial Shell Buildling)  - Building 3","1515.5 ","0"
15 241022,00,"New Building","Mixed Use/Res w Non Res",1100,BRIAR HILL,AVE, ,M6B,2015/10/22,2016/09/14,,Permit Issued,"Construct a residential development of 2 retail (shell) units on ground floor and 12 stacked townhouses","887","887"
15 247214,00,"New Building","Mixed Use/Res w Non Res",110,RIVER,ST, ,M5A,2015/11/04,2017/07/17,,Inspection,"Proposal to construct a 29 storey & 10 storey midrise above a 2 storey podium rental TCHC apartment with 276 units, 1 level of below grade parking, and commercial at grade.  Regent Park, Block 27.  Convenience address - 110 River St.","1111","0"
15 251842,00,"New Building","Multiple Use/Non Residential",144,BERRY,RD, ,M8Y,2015/11/16,2017/01/26,,Permit Issued,"Building D,  - Retail and Medical with below grade parking","350","0"
15 261547,00,"New Building","Nursing Home Facility",61,FAIRFAX,CRES, ,M1L,2015/12/07,,,Response Received,"Proposal to construct a four-storey building for a retirement and nursing home with a total of 229 units, including 178 rooms in the retirement home and 51 rooms in the nursing home. The facility will provide a mix of assisted and independent living units for seniors.","2,471","386.30"
15 267631,00,"New Building","Mixed Use/Res w Non Res",501,YONGE,ST, ,M4Y,2015/12/21,,,Under Review ,"Proposal to construct 2 residenital towers (26 storey & 52 storey), 832 units, 4 levels of above grade parking, and ground floor commercial.  Teahouse condos.","722","0"
16 103087,00,"Building Additions/Alterations","Multiple Unit Building",1027,YONGE,ST, ,M4W,2016/01/11,,,Examiner's Notice Sent,"Applicant propose a 3 storey addition above the existing 3 storey building.","0","45.49"
16 108693,00,"New Building","Apartment Building",24,HOWARD,ST, ,   ,2016/01/26,2017/01/17,,Inspection,"Proposal to construct a 4 storey rental apartment building with 1 storey below grade mechanical space, at grade parking, and 8 residential units.  24 & 26 HOWARD ST.","236.76","0"
16 113513,00,"Building Additions/Alterations","Community Hall",495,SHERBOURNE,ST, ,M4X,2016/02/05,2016/07/28,,Inspection,"Proposal to construct a 2 storey addition to existing community centre (Wellesley Community Centre) which includes indoor swimiing pool (3 tanks) with change rooms on the ground floor as well as multi-purpose rooms and office spaces on the second floor, partial basement is used to house mechanical equipement, and minor interior alterations to existing corridor.","1051",""
16 114270,00,"New Building","Multiple Use/Non Residential",410,BATHURST,ST, ,M5T,2016/02/08,,,Under Review ,"Proposal to construct a new 4 storey mixed use building with retail at ground and second levels and office use above. Scope of work includes 3 levels of underground parking.","1873","0"
16 114860,00,"New Building","Mixed Use/Res w Non Res",270,CHURCH,ST, ,M5B,2016/02/09,2017/06/09,,Inspection,"Proposal to construct a new 29 storey academic building & student residence including ground floor commecial and mechanical penthouse, 100 student residences, and 4 levels of below grade including 3 levels of parking.  Ryerson University.  270-288 CHURCH ST.  Note:  See active shoring permit 15 253590 BLD.","1142",""
16 116434,00,"New Building","Elementary School",24,STRATHBURN,BLVD, ,M9M,2016/02/12,2016/07/20,,Inspection,"To construct new elementary school (St. Simon Catholic School).","0","899"
16 117393,00,"Building Additions/Alterations","Retail Store",25,THE WEST MALL, , ,M9C,2016/02/17,2016/06/22,,Inspection,"Erect a 2-storey "Nordstrom" retail store addition (over u/g parking garage under 15 111641 - Sherway Gardens)","1740.52","0"
16 118117,00,"New Building","Mixed Use/Res w Non Res",1331,YONGE,ST, ,M4T,2016/02/18,,,Under Review ,"Proposal to construct a new 11 storey apartment building with retail at grade and 3 levels of underground parking.","187.8","41.2"
16 118607,00,"New Building","Multiple Use/Non Residential",491,COLLEGE,ST, ,M6G,2016/02/19,2017/07/05,,Permit Issued,"Proposal for the construction of a new 3 storey mix commercial / office building shell only","353.0",""
16 120031,00,"New Building","Industrial",3500,EGLINTON,AVE,W,M6M,2016/02/24,,,Refusal Notice,"Construct the maintenance and storage facility for the Eglinton Crosstown LRT","15300","15300"
16 123263,00,"New Building","Apartment Building",22,JOHN,ST, ,   ,2016/03/03,,,Under Review ,"Proposal to construct a new 30-storey 369-unit building with no underground parking.","2100",""
16 127450,00,"Building Additions/Alterations","Multiple Use/Non Residential",3300,BLOOR,ST,W,M8X,2016/03/14,2016/08/19,,Inspection,"Proposal to construct a 2 storey addition for retail and personal business (shell) including 2 levels of underground parking.  (Site Plan Approval 15-121738 WET 05 SA)","624","0"
16 131374,00,"Building Additions/Alterations","Elementary School",411,LAWRENCE,AVE,E,M3C,2016/03/23,,,Under Review ,"DEMOLISH PORTION OF GROUND FLOOR AND CONSTRUCT 2 STOREY ADDITION","","153.2"
16 137689,00,"New Building","Industrial",1040,ISLINGTON,AVE, ,M8Z,2016/04/08,,,Examiner's Notice Sent,"Proposal to construct new industrial shell building with a firewall separation.

Note:  Attached under PEZ email from site plan acknowledging the cool roof is satisfactory to meet green roof requirements.","3007.94","0"
16 138508,00,"Building Additions/Alterations","Elementary School",15,ST PASCHAL,CRT, ,M2M,2016/04/11,,,Under Review ,"Addition and interior alterations to an existing elementary school.  Scope of work includes new classrooms, gymnasium, student library, staff and administrative office, washroom and support spaces. ","710","0"
16 139867,00,"New Building","Elementary School",171,AVONDALE,AVE, ,M2N,2016/04/13,2017/03/13,,Inspection,"Construct a new 2 storey Elementary School including an approximately 800m2 City of Toronto leased Childcare facility. Project will include new site site services, landscape, parking and driveways. ","1127","0"
16 142979,00,"New Building","Multiple Use/Non Residential",1130,BATHURST,ST, ,M5R,2016/04/19,2016/08/15,,Permit Issued,"Proposal to construct a 2 storey TTC surface way facility including rail bending shop and offices.  Note: Also see active related demo permit 16 136711. Refer to #14-192413 STE 21 for concurrent site plan approval (1138 Bathurst St).","400",""
16 147600,00,"New Building","Elementary School",2,CEDARCREST,BLVD, ,M4B,2016/04/28,,,Under Review ,"Proposal to construct a new 2 storey elementary school "GEORGE WEBSTER ELEMENTARY
SCHOOL REPLACEMENT" with a total of 41 class rooms, childcare, paediatric clinic, and early learning centre.  Intended for 848 pupil places.  60 Parking spaces and passenger drop-off.  The new school is to be built adjacent to the existing school on the same site (Phase 1).  The existing school is to be demolished and site work completed once the new school is operational (Phase 2).","157","1338.74"
16 148136,00,"New Building","Medical/Dental Office",101,HUMBER COLLEGE,BLVD, ,M9V,2016/04/29,2017/06/29,,Inspection,"Proposal to construct a new 6-storey shell ancillary service building related to Etobicoke General Hospital.","1500",""
16 155075,00,"Small Residential Projects","SFD - Semi-Detached",44,LIPPINCOTT,ST, ,M5T,2016/05/13,2016/06/16,2016/11/09,Closed,"new green roof ","65.42",""
16 158308,00,"New Building","Retail Store",360,MCLEVIN,AVE, ,   ,2016/05/19,2017/02/16,2017/04/26,Closed,"construct new retail store "No Frills"","660","0"
16 158573,00,"New Building","Apartment Building",591,SHEPPARD,AVE,E,M2K,2016/05/19,,,Under Review ,"Proposal for a mixed use 10 storey residential complex  containg 205 dwelling units and commercial retail/office on ground and second floor with three levels of below grade parking levels. ","821","0"
16 159450,00,"New Building","Mixed Use/Res w Non Res",620,KING,ST,W,M5V,2016/05/20,,,Under Review ,"Proposal to construct a new mixed use building that includes a 13 storey office building adjoined to a 15 storey residential building, and a total of 115 residential units.  See also 15 191429 STE, 16 125774 DEM, and 16 144872 SHO.","1332","0"
